BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
pʼʷ	labialized voiceless bilabial ejective stop consonant	+	+	pʷʼ	◌p ◌ʼ ◌ʷ						1	
pʼ	voiceless bilabial ejective stop consonant		+	pʼ	◌p ◌ʼ						2	
pˤ	pharyngealized voiceless bilabial stop consonant	+	+	pˤ	◌p ◌ˤ						2	
q	voiceless uvular stop consonant		+	q	◌q						12	
qʰ	aspirated voiceless uvular stop consonant		+	qʰ	◌q ◌ʰ						1	
qʼʷ	labialized voiceless uvular ejective stop consonant		+	qʷʼ	◌q ◌ʼ ◌ʷ						1	
qʼ	voiceless uvular ejective stop consonant		+	qʼ	◌q ◌ʼ						1	
qː	long voiceless uvular stop consonant	+	+	qː	◌q ◌ː						1	
r	voiced alveolar trill consonant		+	r	◌r						52	
rʲ	palatalized voiced alveolar trill consonant		+	rʲ	◌r ◌ʲ						4	
rː	long voiced alveolar trill consonant		+	rː	◌r ◌ː						1	
r̝	raised voiced alveolar trill consonant	+	+	r̝	◌r ◌̝						1	
s	voiceless alveolar sibilant fricative consonant		+	s	◌s						34	
sʲ	palatalized voiceless alveolar sibilant fricative consonant		+	sʲ	◌s ◌ʲ						1	
sʷ	labialized voiceless alveolar sibilant fricative consonant	+	+	sʷ	◌s ◌ʷ						1	
sʼ	voiceless alveolar ejective sibilant fricative consonant		+	sʼ	◌s ◌ʼ						1	
sˠ	velarized voiceless alveolar sibilant fricative consonant		+	sˠ	◌s ◌ˠ						1	
sˤ	pharyngealized voiceless alveolar sibilant fricative consonant	+	+	sˤ	◌s ◌ˤ						2	
t	voiceless alveolar stop consonant		+	t	◌t						9	
tˡ	with-lateral-release voiceless alveolar stop consonant	+	+	tl	◌t ◌ˡ						1	
tˡʱ	with-lateral-release breathy voiceless alveolar stop consonant	+	+	tlʱ	◌t ◌ˡ ◌ʱ						1	
ts	voiceless alveolar sibilant affricate consonant		+	ts	◌t ◌s						21	
tsʰ	aspirated voiceless alveolar sibilant affricate consonant		+	tsʰ	◌t ◌s ◌ʰ						1	
tsʲ	palatalized voiceless alveolar sibilant affricate consonant		+	tsʲ	◌t ◌s ◌ʲ						1	
tsʲʰ	palatalized aspirated voiceless alveolar sibilant affricate consonant	+	+	tsʲʰ	◌t ◌s ◌ʲ ◌ʰ						1	
tsʷ	labialized voiceless alveolar sibilant affricate consonant	+	+	tsʷ	◌t ◌s ◌ʷ						1	
tsʷʰ	labialized aspirated voiceless alveolar sibilant affricate consonant	+	+	tsʷʰ	◌t ◌s ◌ʷ ◌ʰ						1	
tɕ	voiceless alveolo-palatal sibilant affricate consonant		+	tɕ	◌t ◌ɕ						3	
tʰ	aspirated voiceless alveolar stop consonant		+	tʰ	◌t ◌ʰ						4	
tʲ	palatalized voiceless alveolar stop consonant		+	tʲ	◌t ◌ʲ						4	
tˠ	velarized voiceless alveolar stop consonant	+	+	tˠ	◌t ◌ˠ						1	
tˤ	pharyngealized voiceless alveolar stop consonant		+	tˤ	◌t ◌ˤ						2	
tʃ	voiceless post-alveolar sibilant affricate consonant		+	t̠ʃ	◌t ◌ʃ						71	
tʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant		+	t̠ʃʰ	◌t ◌ʃ ◌ʰ						2	
tʃʼ	voiceless post-alveolar ejective sibilant affricate consonant		+	t̠ʃʼ	◌t ◌ʃ ◌ʼ						1	
t̪	voiceless dental stop consonant		+	t̪	◌t ◌̪						4	
t̪ʼ	voiceless dental ejective stop consonant		+	t̪ʼ	◌t ◌̪ ◌ʼ						1	
u	rounded close back vowel		+	u	◌u						2	
ua	from rounded close back to unrounded open front diphthong	+	+	ua	◌u ◌a						1	
uə̯	from rounded close back to non-syllabic unrounded mid central diphthong	+	+	uə̯	◌u ◌ə ◌̯						1	
uː	long rounded close back vowel		+	uː	◌u ◌ː						2	
v	voiced labio-dental fricative consonant		+	v	◌v						55	
w	voiced labio-velar approximant consonant		+	w	◌w						18	
wʲ	palatalized voiced labio-velar approximant consonant	+	+	wʲ	◌w ◌ʲ						1	
x	voiceless velar fricative consonant		+	x	◌x						30	
xʲ	palatalized voiceless velar fricative consonant		+	xʲ	◌x ◌ʲ						1	
xʷ	labialized voiceless velar fricative consonant		+	xʷ	◌x ◌ʷ						2	
y	rounded close front vowel		+	y	◌y						4	
z	voiced alveolar sibilant fricative consonant		+	z	◌z						60	
zː	long voiced alveolar sibilant fricative consonant	+	+	zː	◌z ◌ː						1	
zˤ	pharyngealized voiced alveolar sibilant fricative consonant	+	+	zˤ	◌z ◌ˤ						5	
æ	unrounded near-open front vowel		+	æ	◌æ						4	
æ̃ː	long nasalized unrounded near-open front vowel		+	æ̃ː	◌æ ◌̃ ◌ː						1	
ç	voiceless palatal sibilant fricative consonant		+	ç	◌c ◌̧						2	
ð	voiced dental fricative consonant		+	ð	◌ð						9	
ðˠ	velarized voiced dental fricative consonant	+	+	ðˠ	◌ð ◌ˠ						1	
ðˤ	pharyngealized voiced dental fricative consonant	+	+	ðˤ	◌ð ◌ˤ						6	
ħ	voiceless pharyngeal fricative consonant		+	ħ	◌ħ						9	
ŋ	voiced velar nasal consonant		+	ŋ	◌ŋ						22	
ⁿkp	from pre-nasalized voiceless velar stop to voiceless bilabial stop cluster	+	+	ŋmkp	◌ⁿ ◌k ◌p						1	
ⁿgb	pre-nasalized voiced velar-and-bilabial stop consonant		+	ŋmɡb	◌ⁿ ◌g ◌b						1	
ⁿg	pre-nasalized voiced velar stop consonant		+	ŋɡ	◌ⁿ ◌g						3	
ⁿgʷ	pre-nasalized labialized voiced velar stop consonant	+	+	ŋɡʷ	◌ⁿ ◌g ◌ʷ						1	
ŋ̊	devoiced voiced velar nasal consonant		+	ŋ̊	◌ŋ ◌̊						1	
œ̃	nasalized rounded open-mid front vowel		+	œ̃	◌œ ◌̃						1	
œ̃ː	long nasalized rounded open-mid front vowel		+	œ̃ː	◌œ ◌̃ ◌ː						1	
ɑ	unrounded open back vowel		+	ɑ	◌ɑ						2	
ɑ̃ː	long nasalized unrounded open back vowel		+	ɑ̃ː	◌ɑ ◌̃ ◌ː						1	
ɒ	rounded open back vowel		+	ɒ	◌ɒ						1	
ɓ	voiced bilabial implosive consonant		+	ɓ	◌ɓ						1	
ɔ	rounded open-mid back vowel		+	ɔ	◌ɔ						9	
ɔː	long rounded open-mid back vowel		+	ɔː	◌ɔ ◌ː						4	
ɔ̃	nasalized rounded open-mid back vowel		+	ɔ̃	◌ɔ ◌̃						1	
ɔ̃ː	long nasalized rounded open-mid back vowel		+	ɔ̃ː	◌ɔ ◌̃ ◌ː						1	
ɕ	voiceless alveolo-palatal sibilant fricative consonant		+	ɕ	◌ɕ						1	
ɕː	long voiceless alveolo-palatal sibilant fricative consonant	+	+	ɕː	◌ɕ ◌ː						5	
ɖ	voiced retroflex stop consonant		+	ɖ	◌ɖ						2	
ɖʐ	voiced retroflex sibilant affricate consonant		+	ɖʐ	◌ɖ ◌ʐ						1	
ɖʰ	aspirated voiced retroflex stop consonant	+	+	ɖʰ	◌ɖ ◌ʰ						1	
ɖʱ	breathy voiced retroflex stop consonant		+	ɖ̤	◌ɖ ◌ʱ						1	
ɗ	voiced dental implosive consonant		+	ɗ	◌ɗ						2	
ɘ	unrounded close-mid central vowel		+	ɘ	◌ɘ						1	
ə	unrounded mid central vowel		+	ə	◌ə						10	
əː	long unrounded mid central vowel		+	əː	◌ə ◌ː						1	
ɛ	unrounded open-mid front vowel		+	ɛ	◌ɛ						11	
ɛː	long unrounded open-mid front vowel		+	ɛː	◌ɛ ◌ː						2	
ɛ̃	nasalized unrounded open-mid front vowel		+	ɛ̃	◌ɛ ◌̃						1	
ɛ̃ː	long nasalized unrounded open-mid front vowel		+	ɛ̃ː	◌ɛ ◌̃ ◌ː						1	
ɟ	voiced palatal stop consonant		+	ɟ	◌ɟ						8	
g	voiced velar stop consonant		+	ɡ	◌g						84	
gb	voiced velar-and-bilabial stop consonant		+	ɡb	◌g ◌b						1	
gʱ	breathy voiced velar stop consonant		+	ɡʱ	◌g ◌ʱ						1	
gʷ	labialized voiced velar stop consonant		+	ɡʷ	◌g ◌ʷ						1	
gʱ	breathy voiced velar stop consonant		+	ɡ̤	◌g ◌ʱ						2	
ɣ	voiced velar fricative consonant		+	ɣ	◌ɣ						17	
ɣʲ	palatalized voiced velar fricative consonant	+	+	ɣʲ	◌ɣ ◌ʲ						1	
ɣʷ	labialized voiced velar fricative consonant		+	ɣʷ	◌ɣ ◌ʷ						1	
ɨ	unrounded close central vowel		+	ɨ	◌ɨ						2	
ɨə̯	from unrounded close central to non-syllabic unrounded mid central diphthong	+	+	ɨə̯	◌ɨ ◌ə ◌̯						1	
ɪ	unrounded near-close near-front vowel		+	ɪ	◌ɪ						3	
ɪ̈	unrounded near-close central vowel		+	ɪ̈	◌ɪ ◌̈						1	
ɬ	voiceless alveolar lateral fricative consonant		+	ɬ	◌ɬ						5	
ɭ	voiced retroflex lateral approximant consonant		+	ɭ	◌ɭ						2	
ɮ	voiced alveolar lateral fricative consonant		+	ɮ	◌ɮ						2	
ɮʲ	palatalized voiced alveolar lateral fricative consonant	+	+	ɮʲ	◌ɮ ◌ʲ						2	
ɱ	voiced labio-dental nasal consonant		+	ɱ	◌ɱ						1	
ɲ	voiced palatal nasal consonant		+	ɲ	◌ɲ						19	
ⁿɟ	pre-nasalized voiced palatal stop consonant		+	ɲɟ	◌ⁿ ◌ɟ						2	
ɲː	long voiced palatal nasal consonant		+	ɲː	◌ɲ ◌ː						1	
ɲ̊	devoiced voiced palatal nasal consonant		+	ɲ̊	◌ɲ ◌̊						1	
ɳ	voiced retroflex nasal consonant		+	ɳ	◌ɳ						2	
ɸ	voiceless bilabial fricative consonant		+	ɸ	◌ɸ						9	
ɸʷ	labialized voiceless bilabial fricative consonant	+	+	ɸʷ	◌ɸ ◌ʷ						1	
ɹ	voiced alveolar approximant consonant		+	ɹ	◌ɹ						4	
ɹʱ	breathy voiced alveolar approximant consonant	+	+	ɹ̤	◌ɹ ◌ʱ						1	
ɹ̺	voiced apical alveolar approximant consonant	+	+	ɹ̺	◌ɹ ◌̺						1	
ɽ	voiced retroflex tap consonant		+	ɽ	◌ɽ						3	
ɽ̃	nasalized voiced retroflex tap consonant	+	+	ɽ̃	◌ɽ ◌̃						1	
ɾ	voiced alveolar tap consonant		+	ɾ	◌ɾ						30	
ʁ	voiced uvular fricative consonant		+	ʁ	◌ʁ						4	
ʂ	voiceless retroflex sibilant fricative consonant		+	ʂ	◌ʂ						2	
ʃ	voiceless post-alveolar sibilant fricative consonant		+	ʃ	◌ʃ						46	
ʃː	long voiceless post-alveolar sibilant fricative consonant	+	+	ʃː	◌ʃ ◌ː						2	
ʈ	voiceless retroflex stop consonant		+	ʈ	◌ʈ						2	
ʈʂ	voiceless retroflex sibilant affricate consonant		+	ʈʂ	◌ʈ ◌ʂ						2	
ʈʂʰ	aspirated voiceless retroflex sibilant affricate consonant		+	ʈʂʰ	◌ʈ ◌ʂ ◌ʰ						1	
ʈʰ	aspirated voiceless retroflex stop consonant		+	ʈʰ	◌ʈ ◌ʰ						2	
ʊ	rounded near-close near-back vowel		+	ʊ	◌ʊ						2	
ʊa	from rounded near-close near-back to unrounded open front diphthong	+	+	ʊa	◌ʊ ◌a						1	
ʌ	unrounded open-mid back vowel		+	ʌ	◌ʌ						1	
ʎ	voiced palatal lateral approximant consonant		+	ʎ	◌ʎ						11	
ʐ	voiced retroflex sibilant fricative consonant		+	ʐ	◌ʐ						1	
ʑ	voiced alveolo-palatal sibilant fricative consonant		+	ʑ	◌ʑ						1	
ʒ	voiced post-alveolar sibilant fricative consonant		+	ʒ	◌ʒ						34	
ʔ	voiceless glottal stop consonant		+	ʔ	◌ʔ						24	
ʕ	voiced pharyngeal fricative consonant		+	ʕ	◌ʕ						15	
ʕ̞	lowered voiced pharyngeal fricative consonant	+	+	ʕ̞	◌ʕ ◌̞						1	
ʜ	voiceless epiglottal fricative consonant		+	ʜ	◌ʜ						1	
ʝ	voiced palatal fricative consonant		+	ʝ	◌ʝ						1	
ʟ	voiced velar lateral approximant consonant		+	ʟ	◌ʟ						1	
ʡ	voiceless epiglottal stop consonant		+	ʡ	◌ʡ						2	
β	voiced bilabial fricative consonant		+	β	◌β						6	
θ	voiceless dental fricative consonant		+	θ	◌θ						4	
χ	voiceless uvular fricative consonant		+	χ	◌χ						9	
χʷ	labialized voiceless uvular fricative consonant		+	χʷ	◌χ ◌ʷ						1	
