BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
u	rounded close back vowel		+	u/	◌u							
ua	from rounded close back to unrounded open front diphthong	+	+	ua	◌u ◌a							
ue	from rounded close back to unrounded close-mid front diphthong	+	+	ue	◌u ◌e							
ui	from rounded close back to unrounded close front diphthong	+	+	ui	◌u ◌i							
ui̯	from rounded close back to non-syllabic unrounded close front diphthong	+	+	uj	◌u ◌i ◌̯							
ui̯	from rounded close back to non-syllabic unrounded close front diphthong	+	+	uːj	◌u ◌i ◌̯							
uo	from rounded close back to rounded close-mid back diphthong	+	+	uo	◌u ◌o							
uɔ	from rounded close back to rounded open-mid back diphthong	+	+	uɔ	◌u ◌ɔ							
uə	from rounded close back to unrounded mid central diphthong	+	+	uə	◌u ◌ə							
uə̰	from rounded close back to creaky unrounded mid central diphthong	+	+	uə̰	◌u ◌ə ◌̰							
uɛ	from rounded close back to unrounded open-mid front diphthong	+	+	uɛ	◌u ◌ɛ							
uɨ	from rounded close back to unrounded close central diphthong	+	+	uɨ	◌u ◌ɨ							
uː	long rounded close back vowel		+	uu	◌u ◌ː							
uː	long rounded close back vowel		+	uː	◌u ◌ː							
uːa	from long rounded close back to unrounded open front diphthong	+	+	uːa	◌u ◌ː ◌a							
ũ	nasalized rounded close back vowel		+	u\~{}	◌u ◌̃							
ũ	nasalized rounded close back vowel		+	ũ	◌u ◌̃							
ũː	long nasalized rounded close back vowel		+	ũː	◌u ◌̃ ◌ː							
u̥	devoiced rounded close back vowel		+	u̥	◌u ◌̥							
ṵ	creaky rounded close back vowel		+	ṵ	◌u ◌̰							
ṵ̃	nasalized creaky rounded close back vowel	+	+	ṵ̃	◌u ◌̰ ◌̃							
v	voiced labio-dental fricative consonant		+	v	◌v							
vʲ	palatalized voiced labio-dental fricative consonant		+	vʲ	◌v ◌ʲ							
w	voiced labio-velar approximant consonant		+	w	◌w							
w	voiced labio-velar approximant consonant		+	w/	◌w							
wˀ	glottalized voiced labio-velar approximant consonant	+	+	w\textsuperscript{ʔ}	◌w ◌ˀ							
wː	long voiced labio-velar approximant consonant		+	wː	◌w ◌ː							
w̥	devoiced voiced labio-velar approximant consonant	+	+	w̥	◌w ◌̥							
wʼ	voiced labio-velar ejective approximant consonant	+	+	w’	◌w ◌ʼ							
x	voiceless velar fricative consonant		+	x	◌x							
xʷ	labialized voiceless velar fricative consonant		+	xʷ	◌x ◌ʷ							
xː	long voiceless velar fricative consonant	+	+	xː	◌x ◌ː							
y	rounded close front vowel		+	y	◌y							
ye	from rounded close front to unrounded close-mid front diphthong	+	+	ye	◌y ◌e							
z	voiced alveolar sibilant fricative consonant		+	z	◌z							
zʷ	labialized voiced alveolar sibilant fricative consonant	+	+	zʷ	◌z ◌ʷ							
zː	long voiced alveolar sibilant fricative consonant	+	+	zː	◌z ◌ː							
zˤ	pharyngealized voiced alveolar sibilant fricative consonant	+	+	zˤ	◌z ◌ˤ							
zˤː	pharyngealized long voiced alveolar sibilant fricative consonant	+	+	zˤː	◌z ◌ˤ ◌ː							
z̪	voiced dental sibilant fricative consonant		+	z̪	◌z ◌̪							
æ	unrounded near-open front vowel		+	æ	◌æ							
æː	long unrounded near-open front vowel		+	æː	◌æ ◌ː							
æ̃	nasalized unrounded near-open front vowel		+	\~{æ}	◌æ ◌̃							
æ̃	nasalized unrounded near-open front vowel		+	\~{æ}ː	◌æ ◌̃							
ð	voiced dental fricative consonant		+	ð	◌ð							
ø	rounded close-mid front vowel		+	ø	◌ø							
øi	from rounded close-mid front to unrounded close front diphthong	+	+	øi	◌ø ◌i							
ħ	voiceless pharyngeal fricative consonant		+	ħ	◌ħ							
ŋ	voiced velar nasal consonant		+	ŋ	◌ŋ							
ŋm	voiced velar-and-bilabial nasal consonant		+	ŋ͡m	◌ŋ ◌m							
ŋmʷ	labialized voiced velar-and-bilabial nasal consonant	+	+	ŋ͡mʷ	◌ŋ ◌m ◌ʷ							
ŋǀ	voiced dental nasal-click consonant		+	ŋǀ	◌ŋ ◌ǀ							
ŋǀʼ	voiced dental ejective nasal-click consonant	+	+	ŋ̥ǀ’	◌ŋ ◌ǀ ◌ʼ							
ŋǁ	voiced alveolar lateral nasal-click consonant		+	ŋǁ	◌ŋ ◌ǁ							
ŋǃ	voiced alveolar nasal-click consonant		+	ŋǃ	◌ŋ ◌ǃ							
ŋǃʼ	voiced alveolar ejective nasal-click consonant	+	+	ŋ̥ǃ’	◌ŋ ◌ǃ ◌ʼ							
ŋʷ	labialized voiced velar nasal consonant		+	ŋʷ	◌ŋ ◌ʷ							
ŋː	long voiced velar nasal consonant		+	ŋː	◌ŋ ◌ː							
œ	rounded open-mid front vowel		+	œ	◌œ							
œː	long rounded open-mid front vowel		+	œː	◌œ ◌ː							
œ̥	devoiced rounded open-mid front vowel	+	+	œ̥	◌œ ◌̥							
ǀ	voiceless dental click consonant		+	kǀ	◌ǀ							
ǁ	voiceless alveolar lateral click consonant		+	kǁ	◌ǁ							
ǃ	voiceless alveolar click consonant		+	kǃ	◌ǃ							
ɐ	unrounded near-open central vowel		+	ɐ	◌ɐ							
ɑ	unrounded open back vowel		+	ɑ	◌ɑ							
ɑi	from unrounded open back to unrounded close front diphthong	+	+	ɑi	◌ɑ ◌i							
ɑu	from unrounded open back to rounded close back diphthong	+	+	ɑu	◌ɑ ◌u							
ɑː	long unrounded open back vowel		+	ɑː	◌ɑ ◌ː							
ɒ	rounded open back vowel		+	ɒ	◌ɒ							
ɒː	long rounded open back vowel		+	ɒː	◌ɒ ◌ː							
ɓ	voiced bilabial implosive consonant		+	ɓ	◌ɓ							
ɔ	rounded open-mid back vowel		+	ɔ	◌ɔ							
ɔa	from rounded open-mid back to unrounded open front diphthong	+	+	ɔa	◌ɔ ◌a							
ɔe	from rounded open-mid back to unrounded close-mid front diphthong	+	+	ɔe	◌ɔ ◌e							
ɔi	from rounded open-mid back to unrounded close front diphthong	+	+	ɔi	◌ɔ ◌i							
ɔo	from rounded open-mid back to rounded close-mid back diphthong	+	+	ɔo	◌ɔ ◌o							
ɔu	from rounded open-mid back to rounded close back diphthong	+	+	ɔu	◌ɔ ◌u							
ɔɛ	from rounded open-mid back to unrounded open-mid front diphthong	+	+	ɔɛ	◌ɔ ◌ɛ							
ɔː	long rounded open-mid back vowel		+	ɔɔ	◌ɔ ◌ː							
ɔː	long rounded open-mid back vowel		+	ɔː	◌ɔ ◌ː							
ɕ	voiceless alveolo-palatal sibilant fricative consonant		+	ɕ	◌ɕ							
ɕʼ	voiceless alveolo-palatal ejective sibilant fricative consonant	+	+	ɕ'	◌ɕ ◌ʼ							
ɖ	voiced retroflex stop consonant		+	ɖ	◌ɖ							
ɖʐ	voiced retroflex sibilant affricate consonant		+	ɖ͡ʐ	◌ɖ ◌ʐ							
ɖʰ	aspirated voiced retroflex stop consonant	+	+	ɖʰ	◌ɖ ◌ʰ							
ɗ	voiced dental implosive consonant		+	ɗ	◌ɗ							
ɗ	voiced dental implosive consonant		+	ɗ̪	◌ɗ							
ɘ	unrounded close-mid central vowel		+	ɘ	◌ɘ							
ɘː	long unrounded close-mid central vowel		+	ɘː	◌ɘ ◌ː							
ə	unrounded mid central vowel		+	ə	◌ə							
əi	from unrounded mid central to unrounded close front diphthong	+	+	əi	◌ə ◌i							
əu	from unrounded mid central to rounded close back diphthong	+	+	əu	◌ə ◌u							
əː	long unrounded mid central vowel		+	əː	◌ə ◌ː							
ə̘	advanced-tongue-root unrounded mid central vowel	+	+	ə̘	◌ə ◌̘							
ə̰	creaky unrounded mid central vowel		+	ə̰	◌ə ◌̰							
ə̰ː	long creaky unrounded mid central vowel	+	+	ə̰ː	◌ə ◌̰ ◌ː							
ɛ	unrounded open-mid front vowel		+	ɛ	◌ɛ							
ɛa	from unrounded open-mid front to unrounded open front diphthong	+	+	ɛa	◌ɛ ◌a							
ɛi	from unrounded open-mid front to unrounded close front diphthong	+	+	ɛi	◌ɛ ◌i							
ɛu	from unrounded open-mid front to rounded close back diphthong	+	+	ɛu	◌ɛ ◌u							
ɛɔ	from unrounded open-mid front to rounded open-mid back diphthong	+	+	ɛɔ	◌ɛ ◌ɔ							
ɛː	long unrounded open-mid front vowel		+	ɛɛ	◌ɛ ◌ː							
ɛː	long unrounded open-mid front vowel		+	ɛː	◌ɛ ◌ː							
ɟ	voiced palatal stop consonant		+	ɟ	◌ɟ							
ɟʰ	aspirated voiced palatal stop consonant	+	+	ɟʰ	◌ɟ ◌ʰ							
ɠɓ	voiced velar-and-bilabial implosive consonant		+	ɠ͡ɓ	◌ɠ ◌ɓ							
ɢ	voiced uvular stop consonant		+	ɢ	◌ɢ							
ɣ	voiced velar fricative consonant		+	ɣ	◌ɣ							
ɣ̞	lowered voiced velar fricative consonant	+	+	ɣ̞	◌ɣ ◌̞							
ɤ	unrounded close-mid back vowel		+	ɤ	◌ɤ							
ɤː	long unrounded close-mid back vowel		+	ɤː	◌ɤ ◌ː							
ɦ	voiced glottal fricative consonant		+	ɦ	◌ɦ							
ɨ	unrounded close central vowel		+	ɨ	◌ɨ							
ɨa	from unrounded close central to unrounded open front diphthong	+	+	ɨa	◌ɨ ◌a							
ɨi	from unrounded close central to unrounded close front diphthong	+	+	ɨi	◌ɨ ◌i							
ɨo	from unrounded close central to rounded close-mid back diphthong	+	+	ɨo	◌ɨ ◌o							
ɨu	from unrounded close central to rounded close back diphthong	+	+	ɨu	◌ɨ ◌u							
ɨə	from unrounded close central to unrounded mid central diphthong	+	+	ɨə	◌ɨ ◌ə							
ɨə̰	from unrounded close central to creaky unrounded mid central diphthong	+	+	ɨə̰	◌ɨ ◌ə ◌̰							
ɨː	long unrounded close central vowel		+	ɨː	◌ɨ ◌ː							
ɨ̰	creaky unrounded close central vowel	+	+	ɨ̰	◌ɨ ◌̰							
ɪ	unrounded near-close near-front vowel		+	ɪ	◌ɪ							
ɪa	from unrounded near-close near-front to unrounded open front diphthong	+	+	ɪa	◌ɪ ◌a							
ɪe	from unrounded near-close near-front to unrounded close-mid front diphthong	+	+	ɪe	◌ɪ ◌e							
ɪː	long unrounded near-close near-front vowel		+	ɪɪ	◌ɪ ◌ː							
ɪː	long unrounded near-close near-front vowel		+	ɪː	◌ɪ ◌ː							
ɬ	voiceless alveolar lateral fricative consonant		+	ɬ	◌ɬ							
ɬʲ	palatalized voiceless alveolar lateral fricative consonant	+	+	ɬʲ	◌ɬ ◌ʲ							
ɬʼ	voiceless alveolar ejective lateral fricative consonant		+	ɬ’	◌ɬ ◌ʼ							
ɬː	long voiceless alveolar lateral fricative consonant	+	+	ɬː	◌ɬ ◌ː							
ɬ̪	voiceless dental lateral fricative consonant		+	ɬ̪	◌ɬ ◌̪							
ɭ	voiced retroflex lateral approximant consonant		+	ɭ	◌ɭ							
ɮ	voiced alveolar lateral fricative consonant		+	ɮ	◌ɮ							
ɯ	unrounded close back vowel		+	ɯ	◌ɯ							
ɯa	from unrounded close back to unrounded open front diphthong	+	+	ɯa	◌ɯ ◌a							
ɯː	long unrounded close back vowel		+	ɯː	◌ɯ ◌ː							
ɯ̥	devoiced unrounded close back vowel		+	ɯ̥	◌ɯ ◌̥							
ɰ	voiced velar approximant consonant		+	ɰ	◌ɰ							
ɰ̟	advanced voiced velar approximant consonant	+	+	ɰ̟	◌ɰ ◌̟							
ɰʼ	voiced velar ejective approximant consonant	+	+	ɰ’	◌ɰ ◌ʼ							
ɲ	voiced palatal nasal consonant		+	ɲ	◌ɲ							
ɲʰ	aspirated voiced palatal nasal consonant	+	+	ɲʰ	◌ɲ ◌ʰ							
ɲː	long voiced palatal nasal consonant		+	ɲː	◌ɲ ◌ː							
ɳ	voiced retroflex nasal consonant		+	ɳ	◌ɳ							
ɴ	voiced uvular nasal consonant		+	ɴ	◌ɴ							
ɴː	long voiced uvular nasal consonant	+	+	ɴː	◌ɴ ◌ː							
ɵ	rounded close-mid central vowel		+	ɵ	◌ɵ							
ɸ	voiceless bilabial fricative consonant		+	ɸ	◌ɸ							
ɹ	voiced alveolar approximant consonant		+	ɹ	◌ɹ							
ɹ̪	voiced dental approximant consonant		+	ð̞	◌ɹ ◌̪							
ɹ̪ʼ	voiced dental ejective approximant consonant	+	+	ð̞’	◌ɹ ◌̪ ◌ʼ							
ɺ	voiced alveolar lateral tap consonant		+	ɺ	◌ɺ							
ɻ	voiced retroflex approximant consonant		+	ɻ	◌ɻ							
ɽ	voiced retroflex tap consonant		+	ɽ	◌ɽ							
ɾ	voiced alveolar tap consonant		+	ɾ	◌ɾ							
ɾˀ	glottalized voiced alveolar tap consonant	+	+	ɾ\textsuperscript{ʔ}	◌ɾ ◌ˀ							
ɾˀ	glottalized voiced alveolar tap consonant	+	+	ɾ\textsuperscript{ʔ}ː	◌ɾ ◌ˀ							
ɾ̪	voiced dental tap consonant		+	ɾ̪	◌ɾ ◌̪							
ʁ	voiced uvular fricative consonant		+	ʁ	◌ʁ							
ʁʷ	labialized voiced uvular fricative consonant	+	+	ʁʷ	◌ʁ ◌ʷ							
ʁʷː	labialized long voiced uvular fricative consonant	+	+	ʁʷː	◌ʁ ◌ʷ ◌ː							
ʁː	long voiced uvular fricative consonant	+	+	ʁː	◌ʁ ◌ː							
ʂ	voiceless retroflex sibilant fricative consonant		+	ʂ	◌ʂ							
ʃ	voiceless post-alveolar sibilant fricative consonant		+	ʃ	◌ʃ							
ʃː	long voiceless post-alveolar sibilant fricative consonant	+	+	ʃː	◌ʃ ◌ː							
ʄ	voiced palatal implosive consonant		+	ʄ	◌ʄ							
ʈ	voiceless retroflex stop consonant		+	ʈ	◌ʈ							
ʈʂ	voiceless retroflex sibilant affricate consonant		+	t͡ʂ	◌ʈ ◌ʂ							
ʈʂ	voiceless retroflex sibilant affricate consonant		+	ʈ͡ʂ	◌ʈ ◌ʂ							
ʈʂʰ	aspirated voiceless retroflex sibilant affricate consonant		+	t͡ʂʰ	◌ʈ ◌ʂ ◌ʰ							
ʈʂʰ	aspirated voiceless retroflex sibilant affricate consonant		+	ʈ͡ʂʰ	◌ʈ ◌ʂ ◌ʰ							
ʈʂʼ	voiceless retroflex ejective sibilant affricate consonant		+	ʈ͡ʂ’	◌ʈ ◌ʂ ◌ʼ							
ʈʰ	aspirated voiceless retroflex stop consonant		+	ʈʰ	◌ʈ ◌ʰ							
ʈⁿ	with-nasal-release voiceless retroflex stop consonant	+	+	ʈ\textsuperscript{ɳ}	◌ʈ ◌ⁿ							
ʉ	rounded close central vowel		+	ʉ	◌ʉ							
ʉː	long rounded close central vowel		+	ʉʉ	◌ʉ ◌ː							
ʊ	rounded near-close near-back vowel		+	ʊ	◌ʊ							
ʊ	rounded near-close near-back vowel		+	ʊ/	◌ʊ							
ʊa	from rounded near-close near-back to unrounded open front diphthong	+	+	ʊa	◌ʊ ◌a							
ʊː	long rounded near-close near-back vowel		+	ʊʊ	◌ʊ ◌ː							
ʊː	long rounded near-close near-back vowel		+	ʊː	◌ʊ ◌ː							
ʋ	voiced labio-dental approximant consonant		+	ʋ	◌ʋ							
ʌ	unrounded open-mid back vowel		+	ʌ	◌ʌ							
ʌi	from unrounded open-mid back to unrounded close front diphthong	+	+	ʌi	◌ʌ ◌i							
ʌu	from unrounded open-mid back to rounded close back diphthong	+	+	ʌu	◌ʌ ◌u							
ʌː	long unrounded open-mid back vowel		+	ʌː	◌ʌ ◌ː							
ʎ	voiced palatal lateral approximant consonant		+	ʎ	◌ʎ							
ʏ	rounded near-close near-front vowel		+	ʏ	◌ʏ							
ʐ	voiced retroflex sibilant fricative consonant		+	ʐ	◌ʐ							
ʑ	voiced alveolo-palatal sibilant fricative consonant		+	ʑ	◌ʑ							
ʒ	voiced post-alveolar sibilant fricative consonant		+	ʒ	◌ʒ							
ʒː	long voiced post-alveolar sibilant fricative consonant	+	+	ʒː	◌ʒ ◌ː							
ʒˤː	pharyngealized long voiced post-alveolar sibilant fricative consonant	+	+	ʒːˤ	◌ʒ ◌ˤ ◌ː							
ʔ	voiceless glottal stop consonant		+	ʔ	◌ʔ							
ʔʷ	labialized voiceless glottal stop consonant		+	ʔw	◌ʔ ◌ʷ							
ʔʷ	labialized voiceless glottal stop consonant		+	ʔʷ	◌ʔ ◌ʷ							
ʔː	long voiceless glottal stop consonant	+	+	ʔː	◌ʔ ◌ː							
ʕ	voiced pharyngeal fricative consonant		+	ʕ	◌ʕ							
ʜ	voiceless epiglottal fricative consonant		+	ʜ	◌ʜ							
ʜː	long voiceless epiglottal fricative consonant	+	+	ʜː	◌ʜ ◌ː							
ʝ	voiced palatal fricative consonant		+	ʝ	◌ʝ							
ʟ	voiced velar lateral approximant consonant		+	ʟ	◌ʟ							
ʢ	voiced epiglottal fricative consonant		+	ʢ	◌ʢ							
ʢʷ	labialized voiced epiglottal fricative consonant	+	+	ʢʷ	◌ʢ ◌ʷ							
ʢː	long voiced epiglottal fricative consonant	+	+	ʢː	◌ʢ ◌ː							
ʢʼ	voiced epiglottal ejective fricative consonant	+	+	ʢ’	◌ʢ ◌ʼ							
ʢʼʷ	labialized voiced epiglottal ejective fricative consonant	+	+	ʢ’ʷ	◌ʢ ◌ʼ ◌ʷ							
β	voiced bilabial fricative consonant		+	β	◌β							
β̞	voiced bilabial approximant consonant		+	β̞	◌β ◌̞							
θ	voiceless dental fricative consonant		+	θ	◌θ							
χ	voiceless uvular fricative consonant		+	χ	◌χ							
χʷ	labialized voiceless uvular fricative consonant		+	χʷ	◌χ ◌ʷ							
χʷː	labialized long voiceless uvular fricative consonant	+	+	χʷː	◌χ ◌ʷ ◌ː							
χː	long voiceless uvular fricative consonant	+	+	χː	◌χ ◌ː							
ⁿb	pre-nasalized voiced bilabial stop consonant		+	\textsuperscript{m}b	◌ⁿ ◌b							
ⁿb	pre-nasalized voiced bilabial stop consonant		+	ᵐb	◌ⁿ ◌b							
ⁿd	pre-nasalized voiced alveolar stop consonant		+	ⁿd	◌ⁿ ◌d							
ⁿdz	pre-nasalized voiced alveolar sibilant affricate consonant	+	+	ⁿd͡z	◌ⁿ ◌d ◌z							
ⁿdʑ	pre-nasalized voiced alveolo-palatal sibilant affricate consonant	+	+	\textsuperscript{ɲ}d͡ʑ	◌ⁿ ◌d ◌ʑ							
ⁿdʒ	pre-nasalized voiced post-alveolar affricate consonant		+	\textsuperscript{ɲ}d͡ʒ	◌ⁿ ◌d ◌ʒ							
ⁿdʲ	pre-nasalized palatalized voiced alveolar stop consonant	+	+	ⁿdʲ	◌ⁿ ◌d ◌ʲ							
ⁿdʷ	pre-nasalized labialized voiced alveolar stop consonant	+	+	ⁿdʷ	◌ⁿ ◌d ◌ʷ							
ⁿd̪	pre-nasalized voiced dental stop consonant		+	\textsuperscript{n̪}d̪	◌ⁿ ◌d ◌̪							
ⁿd̪	pre-nasalized voiced dental stop consonant		+	ⁿd̪	◌ⁿ ◌d ◌̪							
ⁿg	pre-nasalized voiced velar stop consonant		+	ᵑɡ	◌ⁿ ◌g							
ⁿgb	pre-nasalized voiced velar-and-bilabial stop consonant		+	\textsuperscript{ŋ͡m}ɡ͡b	◌ⁿ ◌g ◌b							
ⁿgʷ	pre-nasalized labialized voiced velar stop consonant	+	+	ᵑɡʷ	◌ⁿ ◌g ◌ʷ							
ⁿk	pre-nasalized voiceless velar stop consonant		+	ᵑk	◌ⁿ ◌k							
ⁿkʰ	pre-nasalized aspirated voiceless velar stop consonant	+	+	ᵑkʰ	◌ⁿ ◌k ◌ʰ							
ⁿp	pre-nasalized voiceless bilabial stop consonant		+	ᵐp	◌ⁿ ◌p							
ⁿpʰ	pre-nasalized aspirated voiceless bilabial stop consonant	+	+	ᵐpʰ	◌ⁿ ◌p ◌ʰ							
ⁿs	pre-nasalized voiceless alveolar sibilant fricative consonant	+	+	ⁿs	◌ⁿ ◌s							
ⁿts	pre-nasalized voiceless alveolar sibilant affricate consonant	+	+	ⁿt͡s	◌ⁿ ◌t ◌s							
ⁿtʰ	pre-nasalized aspirated voiceless alveolar stop consonant	+	+	ⁿtʰ	◌ⁿ ◌t ◌ʰ							
ⁿt̪	pre-nasalized voiceless dental stop consonant		+	ⁿt̪	◌ⁿ ◌t ◌̪							
ⁿv	pre-nasalized voiced labio-dental fricative consonant	+	+	\textsuperscript{ɱ}v	◌ⁿ ◌v							
ⁿɖʐ	pre-nasalized voiced retroflex sibilant affricate consonant	+	+	\textsuperscript{ɳ}ɖ͡ʐ	◌ⁿ ◌ɖ ◌ʐ							
